3401;Hope Haven Inc;Le Mars;Oak Tree Plaza;121 5th Avenue SW, Suite C;Le Mars, IA 51031;(712) 546-4499;Intake: (712) 546-1711;;
3402;Plains Area Mental Health Center;180 10th Street SE;Suite 201;Le Mars, IA 51031;(712) 546-4624;;;;
3403;Crossroads Behavioral Health Services;810 East Van Buren;Lenox, IA 50851;(641) 782-8457;;;;;
3404;Community Health Centers;Southern Iowa;302 NE 14th Street;Leon, IA 50144;(641) 446-2383x1250;Intake: (641) 446-2383;;;
3405;Heartland Family Services;Logan Office;107 North 4th Avenue;Suite A;Logan, IA 51546;(712) 644-2946;;;
3406;Abbe Center for Community MH;721 South 5th Street;Manchester, IA 52057;(563) 927-6700;;;;;
3407;Hillcrest Family Services;Jackson County Mental Health Center;117 South Olive Street;Maquoketa, IA 52060;(563) 652-4958;;;;
3408;Center Associates;9 North 4th Avenue;Marshalltown, IA 50158;(641) 752-1585;;;;;
3409;Mercy Medical Center North Iowa;Mental Health Unit;1000 4th Street SW;Mason City, IA 50401;(641) 428-7000x7737;Intake: (641) 428-7737;;;
3410;North Iowa Transition Center;408 1st Street NW;Mason City, IA 50401;(641) 424-8708;;;;;
3411;WellSource;235 South Eisenhower Avenue;Mason City, IA 50401;(641) 424-2075;;;;;
3412;Mediapolis Care Facility;142 North Orchard Street;P.O. Box 129;Mediapolis, IA 52637;(319) 394-3432;;;;
3413;CHI Behavioral Services;704 North 8th Street;Missouri Valley, IA 51555;(712) 642-2045;;;;;
3414;CHI Health Psychiatric Associates;Missouri Valley;704 North 8th Street;Missouri Valley, IA 51555;(712) 642-9246;Intakes: (402) 717-4673 (712) 642-2045;;;
3415;First Resources Corporation;204 South Jefferson Street;Suite 103;Mount Pleasant, IA 52641;(319) 201-1225;;;;
3416;Hillcrest Family Services;Henry County Mental Health Center;106 North Jackson Street;Mount Pleasant, IA 52641;(319) 385-7177;;;;
3417;Unity Point Health/Trinity Muscatine;1518 Mulberry Avenue;Muscatine, IA 52761;(563) 264-9100;;;;;
3418;Capstone Behavioral Healthcare Inc;306 North 3rd Avenue East;Newton, IA 50208;(641) 792-4012;;;;;
3419;Northeast Iowa Mental Health Center;36 South Frederick Avenue;Oelwein, IA 50662;(319) 283-5774;;;;;
3420;Burgess Health Center;Burgess Mental Health;1600 Diamond Street;Onawa, IA 51040;(712) 423-9160;;;;
3421;Plains Area Mental Health Inc;400 Cent Avenue NW;Orange City, IA 51041;(712) 546-4624;;;;;
3422;Crossroads Behavioral Health Services;405 East McLane Street;Osceola, IA 50213;(641) 342-4888;;;;;
3423;Behavioral Health Services;1229 Avenue East;Suite C;Oskaloosa, IA 52577;(641) 672-3159;Intake: (641) 672-3100;;;
3424;First Resources Corporation;102 North Hancock Street;Ottumwa, IA 52501;(641) 682-2800;;;;;
3425;Southern Iowa Mental Health Center;110 East Main Street;Ottumwa, IA 52501;(641) 682-8772;;;;;
3426;Genesis Development;610 10th Street;Perry, IA 50220;(515) 465-7541;;;;;
3427;Waubonsie Mental Health Center;1000 North Broadway Street;Suite A-2;Red Oak, IA 51566;(712) 542-2388;Intake: (800) 432-1143;;;
3428;Creative Living Center PC;1905 10th Street;Rock Valley, IA 51247;(712) 476-5245;;;;;
3429;Hope Haven Inc;1800 19th Street;Rock Valley, IA 51247;(712) 476-2737;Intake: (877) 508-3281;;;;
3430;Hope Haven Inc;Pro Plaza;1311 Golf Course Road;Rock Valley, IA 51247;(877) 508-3281;;;;
3431;Counseling Services LLC;322 South 13th Street;Sac City, IA 50583;(712) 662-3222;;;;;
3432;Hope Haven Inc;Sheldon;2400 Park Street;Suite A;Sheldon, IA 51201;(877) 508-3281;;;
3433;Seasons Center for Behavioral Health;OBrien County Office;604 Park Street;Address;Sheldon, IA 51201;(800) 242-5101;;;
3434;Waubonsie Mental Health Center;300 Park Avenue;Suite A;Shenandoah, IA 51601;(712) 246-7050;;;;
3435;Seasons Center for Behavioral Health;Osceola County Office;600 9th Avenue North;Sibley, IA 51249;(800) 242-5101;;;;
3436;Waubonsie Mental Health Center;414 Clay Street;Sidney, IA 51652;(712) 542-2388;Intake: (800) 432-1143;;;;
3437;Boys and Girls Home and;Family Services Inc;2101 Court Street;Sioux City, IA 51104;(712) 293-4700;;;;
3438;Catholic Charities;Diocese of Sioux City;1601 Military Road;Sioux City, IA 51103;(712) 252-4547;;;;
3439;Siouxland Mental Health Center;625 Court Street;Sioux City, IA 51101;(712) 252-3871x256;Intakes: (712) 252-3871 (877) 493-2273;;;;
3440;Hope Haven Inc;Spencer;920 South Grand;Spencer, IA 51301;(888) 218-8886;;;;
3441;Seasons Center for Behavioral Health;Clay County Office;201 East 11th Street;Spencer, IA 51301;(800) 242-5101;;;;
3442;Spencer Municipal Hospital;Behavioral Health Services;1200 1st Avenue East;Spencer, IA 51301;(712) 264-6198x6230;Intake: (712) 264-6228;;;
3443;Hope Haven Inc;Spirit Lake;1710 Gary Avenue;Spirit Lake, IA 51360;(712) 336-6977;;;;
3444;Seasons Center for Behavioral Health;Dickinson County Office;1401 Hill Avenue;Spirit Lake, IA 51360;(800) 242-5101;;;;
3445;Buena Vista Regional Medical Center;1525 West 5th Street;Storm Lake, IA 50588;(712) 732-4030;Intakes: (712) 213-8656 (712) 213-8615;;;;
3446;Plains Area Mental Health Center;728 Erie Street;Storm Lake, IA 50588;(712) 213-8402;;;;;
3447;Abbe Ctr for Community Mental Health;Benton County;1701 2nd Avenue;Vinton, IA 52349;(319) 472-5226;;;;
3448;Hillcrest Family Services;Hillcrest Mental Health Center;218 North 2nd Street;Wapello, IA 52653;(319) 527-4455;;;;
3449;Hillcrest Family Services;Washington County Mental Health Center;2175 Lexington Boulvevard;Building 2;Washington, IA 52353;(319) 653-6161;Intake: (319) 653-6161x0;;
3450;Black Hawk Grundy MH Center Inc;Outpatient;3251 West 9th Street;Waterloo, IA 50702;(319) 234-2893x225;Intake: (319) 234-2893x265;;;
3451;Hope Haven Inc;Waterloo;531 Commercial Street;4th Floor;Waterloo, IA 50701;(319) 287-5533;;;
3452;Northeast Iowa Mental Health Center;Allamakee Office;17 Allamakee Street;Waukon, IA 52172;(563) 382-3649;;;;
3453;Lutheran Services in Iowa Inc;Bremwood Campus;106 16th Street SW;Waverly, IA 50677;(319) 352-2630;Intake: (319) 859-3547;;;
3454;Pathways Behavioral Service;111 10th Street SW;Waverly, IA 50677;(319) 352-2064;Intake: (319) 352-1354;;;;
3455;Great River Medical Center;Behavioral Health Services;1221 South Gear Avenue;West Burlington, IA 52655;(319) 768-1000x3464;Intakes: (319) 768-3700 (319) 768-1000;;;
3456;Integrative Counseling Solutions Inc;1200 Valley West Drive;Suite 306;West Des Moines, IA 50266;(515) 267-1340;;;;
3457;Abbe Center for Community MH;129 South Vine Street;West Union, IA 52175;(563) 422-5344;;;;;
3458;Crossroads Behavioral Health Services;102 West Summitt Street;P.O. Box 539;Winterset, IA 50273;(515) 462-3105;;;;
3459;Memorial Hospital;Rose Unit;511 NE 10th Street;Abilene, KS 67410;(785) 263-6625;;;;
3460;South Central Mental Health;217 West Ira Court;Andover, KS 67002;(316) 733-5047;;;;;
3461;Horizons Mental Health Center;Harper County Area Office;123 North Pennsylvania Avenue;Anthony, KS 67003;(620) 842-3768;;;;
3462;South Central Mental Health;Counseling Center;2821 Brookside Drive;Augusta, KS 67010;(316) 425-0073;;;;
3463;Pawnee Mental Health Services;1836 M Street;Belleville, KS 66935;(785) 527-2549;;;;;
3464;Mitchell Cnty Hospital Health Systems;400 West 8th Street;Beloit, KS 67420;(785) 738-2266;Intakes: (785) 738-9140x142 (785) 738-;9140x147;;;
3465;Pawnee Mental Health Services;Beloit Office;207 North Mill Street;Suite 5;Beloit, KS 67420;(785) 738-5363;;;
3466;Southeast Kansas Mental Health Center;402 South Kansas Avenue;Chanute, KS 66720;(620) 431-7890;;;;;
3467;Pawnee Mental Health Services;503 Grant Avenue;Clay Center, KS 67432;(785) 632-2108;;;;;
3468;High Plains Mental Health Center;Colby Branch Office;750 South Range Avenue;Colby, KS 67701;(785) 462-6774;Intake: (800) 432-0333;;;
3469;Spring River Mental Health and;Wellness Inc;201 West Walnut Street;Columbus, KS 66725;(620) 429-1860;Intake: (620) 848-2300;;;
3470;Pawnee Mental Health Services;210 West 21st Street;Concordia, KS 66901;(785) 243-8900;;;;;
3471;Compass Behavioral Health;Community Support Services;3000 North 14th Avenue;Dodge City, KS 67801;(620) 227-5040;Intake: (620) 227-8566;;;
3472;Compass Behavioral Health;Dodge City Outpatient Office;506 Avenue L;Dodge City, KS 67801;(620) 227-8566;;;;
3473;Compass Behavioral Health;Therapeutic Education Center;11200 Lariat Way;Dodge City, KS 67801;(620) 227-8566;;;;
3474;CrossWinds Counseling and Wellness;1000 Lincoln Street;Emporia, KS 66801;(800) 279-3645;Intake: (620) 343-2211;;;;
3475;Golden Living Center;Eskridge;505 North Main Street;Eskridge, KS 66423;(785) 449-2294;;;;
3476;Southeast Kansas Mental Health Center;212 State Street;Fort Scott, KS 66701;(620) 223-5030;;;;;
3477;Compass Behavioral Health;1111 East Spruce Street;Garden City, KS 67846;(620) 276-7689;;;;;
3478;Compass Behavioral Health;Admin/Community Support Services;531 Campus View Street;Garden City, KS 67846;(620) 275-9434;Intake: (620) 276-7689;;;
3479;Saint Catherine Hospital;Behavioral Health Unit;401 East Spruce Street;Garden City, KS 67846;(620) 272-2500;;;;
3480;Southeast Kansas Mental Health Center;519 South Elm Street;Garnett, KS 66032;(785) 448-6806;;;;;
3481;Girard Medical Center;302 North Hospital Drive;Girard, KS 66743;(620) 724-8291;;;;;
3482;High Plains Mental Health Center;Goodland Branch Center;723 Main Street;Goodland, KS 67735;(785) 899-5991;Intake: (800) 432-0333;;;
3483;Iroquois Ctr for Human Dev Inc;610 East Grant Avenue;Greensburg, KS 67054;(620) 723-2272;;;;;
3484;High Plains Mental Health Center;208 East 7th Street;Hays, KS 67601;(785) 628-2871;Intake: (800) 432-0333;;;;
3485;High Plains Mental Health Center;Community Support Services;1412 East 29th Street;Hays, KS 67601;(785) 625-2400;Intake: (800) 432-0333;;;
3486;Kanza Mental Health and Guidance Ctr;909 South 2nd Street;Hiawatha, KS 66434;(785) 742-7113;;;;;
3487;Kanza Mental Health and Guidance Ctr;Community Services;2291 Linden Road;Hiawatha, KS 66434;(785) 742-2275;Intake: (785) 742-7113;;;
3488;Prairie View Inc;508 South Ash Street;Hillsboro, KS 67063;(620) 947-3200;Intakes: (316) 284-6330 (800) 992-6292;;;;
3489;Kanza Mental Health and Guidance Ctr;Holton Office;713 Idaho Avenue;Holton, KS 66436;(785) 364-4536;Intake: (785) 742-7113;;;
3490;Southeast Kansas Mental Health Center;1106 South 9th Street;Humboldt, KS 66748;(620) 473-2241;Intake: (866) 973-2241;;;;
3491;Horizons Mental Health Center;Reno County/Area Offices;1600 North Lorraine Street;Suite 202;Hutchinson, KS 67501;(620) 663-7595;Intake: (620) 694-1099;;
3492;Hutchinson Regional Medical Center;Behavioral Health;1701 East 23rd Avenue;Hutchinson, KS 67502;(620) 665-2324;Intake: (620) 665-3400;;;
3493;Southeast Kansas Mental Health Center;304 North Jefferson Avenue;Iola, KS 66749;(620) 365-8641;Intake: (620) 365-5717;;;;
3494;Pawnee Mental Health Services;814 Caroline Avenue;Junction City, KS 66441;(785) 762-5250;;;;;
3495;Family Conservancy;5424 State Avenue;Kansas City, KS 66102;(913) 287-1300;Intake: (913) 742-4357;;;;
3496;Golden Living Center;Edwardsville;751 Blake Street;Kansas City, KS 66111;(913) 441-1900;;;;
3497;KVC Hospitals Inc;KVC Prairie Ridge Psychiatric Hospital;4300 Brenner Drive;Kansas City, KS 66104;(913) 334-0294;Intake: (913) 621-5753;;;
3498;Rainbow Services;Wyandot Inc;2205 West 36th Avenue;Kansas City, KS 66103;(913) 956-5620;;;;
3499;University of Kansas Hospital;3901 Rainbow Boulevard;Kansas City, KS 66160;(913) 588-5000;;;;;
3500;Wyandot Center for Community;Behavioral Healthcare Inc;1301 North 47th Street;Kansas City, KS 66102;(913) 563-6500;Intake: (913) 328-4600;;;
3501;Horizons Mental Health Center;Kingman County Area Office;760 West D Avenue;Suite 1;Kingman, KS 67068;(620) 532-3895;;;
3502;Edwards County Hospital and Healthcare;620 West 8th Street;Kinsley, KS 67547;(620) 659-3621;;;;;
3503;Larned State Hospital;1301 Kansas Highway 264;Larned, KS 67550;(620) 285-2131;;;;;
3504;Bert Nash Community Mental Health Ctr;200 Maine Street;Suite A;Lawrence, KS 66044;(785) 843-9192;;;;
3505;Dwight D Eisenhower VAMC;Mental Hygiene (116A);4101 South 4th Street Trafficway;Leavenworth, KS 66048;(913) 682-2000;Intake: (785) 350-4727;;;
3506;Saint John Hospital;Senior Behavioral Health Center;3500 South 4th Street;Leavenworth, KS 66048;(913) 680-6220;Intake: (913) 680-6222;;;
3507;Jewish Family Services;5801 West 115th Street;Suite 103;Leawood, KS 66211;(913) 327-8250;;;;
3508;Southwest Guidance Center Inc;333 West 15th Street;Liberal, KS 67901;(620) 624-8171;;;;;
3509;Pawnee Mental Health Services;2001 Claflin Road;Manhattan, KS 66502;(785) 587-4300;;;;;
3510;Pawnee Mental Health Services;423 Houston Street;Manhattan, KS 66502;(785) 587-4361;Intake: (785) 587-4300;;;;
3511;Pawnee Mental Health Services;406 North 3rd Street;Suite 3;Marysville, KS 66508;(785) 562-3907;;;;
3512;Prairie View Inc;1102 Hospital Drive;McPherson, KS 67460;(620) 245-5000;Intakes: (316) 284-6330 (800) 992-6292;;;;
3513;Horizons Mental Health Center;Barber County Area Office;102 South Main Street;Medicine Lodge, KS 67104;(620) 886-5057;;;;
3514;Family Conservancy;4600 West 51st Street;Suite 301;Mission, KS 66205;(913) 642-4300;Intake: (913) 742-4357;;;
3515;AH F28 SP;Johnson County Mental Health Center;6000 Lamar Avenue;Suite 130;Mission, KS 66202;(913) 826-4200;;;
3516;Newton Medical Center;600 Medical Center Drive;Newton, KS 67114;(316) 283-5200;;;;;
3517;Prairie View Inc;1901 East 1st Street;Newton, KS 67114;(316) 284-6400;Intakes: (316) 284-6330 (800) 992-6292;;;;
3518;High Plains Mental Health Center;Norton Branch Office;211 South Norton Avenue;Norton, KS 67654;(785) 877-5141;Intake: (800) 432-0333;;;
3519;480 South Rodgers Road;Olathe, KS 66062;(913) 764-2887;Intakes: (913) 324-3658 (913) 324-3639;;;;;
3520;KVC Health Systems Inc;21350 West 153rd Street;Olathe, KS 66061;(913) 322-4900;;;;;
3521;High Plains Mental Health Center;Osborne Branch Office;209 West Harrison Street;Osborne, KS 67473;(785) 346-2184;Intake: (800) 432-0333;;;
3522;Elizabeth Layton Center Inc;Outpatient/CBS Services;2537 Eisenhower Road;Ottawa, KS 66067;(785) 242-3780;;;;
3523;Marillac Center Inc;8000 West 127th Street;Overland Park, KS 66213;(913) 951-4300;Intake: (913) 951-4400;;;;
3524;Shawnee Mission Medical Center;Behavioral Health Unit;9100 West 74th Street;Overland Park, KS 66204;(913) 676-2000;Intake: (913) 789-3218;;;
3525;Elizabeth Layton Center;25955 West 327th Street;Paola, KS 66071;(913) 557-9096;;;;;
3526;Lakemary Center Inc;100 Lakemary Drive;Paola, KS 66071;(913) 557-4000;;;;;
3527;Labette Center for;Mental Health Services Inc;1730 Belmont Avenue;Parsons, KS 67357;(620) 421-3770;Intake: (800) 421-3770;;;
3528;High Plains Mental Health Center;Phillipsburg Branch Office;783 7th Street;Phillipsburg, KS 67661;(785) 543-5284;Intake: (800) 432-0333;;;
3529;Community Mental Health Center of;Crawford County;911 East Centennial Drive;Pittsburg, KS 66762;(620) 231-5130;;;;
3530;Southeast Kansas Mental Health Center;505 West 15th Street;Pleasanton, KS 66075;(913) 352-8214;;;;;
3531;Horizons Mental Health Center;Pratt County Area Office;602 East 2nd Street;Pratt, KS 67124;(620) 672-2332;;;;
3532;Spring River Mental Health and;Wellness Inc;6610 SE Quakervale Road;Riverton, KS 66770;(620) 848-2300;;;;
3533;Central Kansas Mental Health Center;809 Elmhurst Boulevard;Salina, KS 67401;(785) 823-6322;;;;;
3534;Saint Francis Community Services;Salina Campus;5097 West Cloud Street;Salina, KS 67401;(785) 825-0563;Intake: (800) 435-1045;;;
3535;Salina Regional Health Center;Behavioral Health;400 South Santa Fe Avenue;Salina, KS 67401;(785) 452-7000;;;;
3536;Kanza Mental Health and Guidance Ctr;Outreach Office;710 Pioneer Street;Suite 3;Seneca, KS 66538;(785) 742-7113;Intake: (785) 364-4596;;
3537;Brighton Place West;331 SW Oakley Avenue;Topeka, KS 66606;(785) 232-1212;;;;;
3538;Colmery ONeil VAMC;VA Eastern Kansas Healthcare System;2200 SW Gage Boulevard;Topeka, KS 66622;(785) 350-3111;Intake: (785) 350-4727;;;
3539;Family Service and Guidance Center of;Topeka Inc;325 SW Frazier Avenue;Topeka, KS 66606;(785) 232-5005;;;;
3540;Florence Crittenton Services of Topeka;2649 SW Arrowhead Road;Topeka, KS 66614;(785) 233-0516;;;;;
3541;Pathways Family Services LLC;4101 SW Martin Drive;Suite B;Topeka, KS 66609;(785) 783-8438;;;;
3542;Providence Living Center Inc;1112 SE Republican Avenue;Topeka, KS 66607;(785) 233-0588;Intakes: (913) 244-4169 (785) 633-1207;;;;
3543;Stormont Vail Healthcare;Stormont Vail Behavioral Healthcare;3707 Sixth Street;Topeka, KS 66606;(785) 270-4600;Intake: (785) 270-4646;;;
3544;Compass Behavioral Health;404 North Baughman Street;Ulysses, KS 67880;(620) 356-3198;;;;;
3545;Sumner Mental Health Center;1601 West 16th Street;Wellington, KS 67152;(620) 326-7448x213;Intakes: (620) 326-7448x201 (620) 326-;7448x105;;;
3546;COMCARE of Sedgwick County;Adult Same Day Assessment;940 North Waco;Wichita, KS 67203;(316) 660-7540;;;;
3547;COMCARE of Sedgwick County;Childrens Services;350 South Broadway Street;Wichita, KS 67202;(316) 660-9600;Intake: (316) 660-9605;;;
3548;COMCARE of Sedgwick County;Community Support Services;1929 West 21st Street North;Wichita, KS 67203;(316) 660-7700;Intake: (316) 660-7540;;;
3549;F92 SP;COMCARE of Sedgwick County;Homeless Program;402 East 2nd Street;Suite B;Wichita, KS 67202;(316) 660-7800;Intake: (316) 660-7540;
3550;COMCARE of Sedgwick County;Outpatient Services;1919 North Amidon Avenue;Suite 130;Wichita, KS 67203;(316) 660-7675;Intake: (316) 660-7540;;
3551;Kansas Childrens Service League;1365 North Custer Street;Wichita, KS 67203;(316) 686-6671;;;;;
3552;Prairie View Inc;7570 West 21st Street North;Suite 1026-D;Wichita, KS 67205;(316) 729-6555;Intakes: (316) 284-6330 (800) 992-6292;;;
3553;Prairie View Inc;9333 East 21st Street North;Wichita, KS 67206;(316) 634-4700;Intakes: (316) 284-6330 (800) 992-6292;;;;
3554;Via Christi Hospitals Wichita Inc;3600 East Harry Street;Wichita, KS 67218;(316) 685-1111;Intake: (316) 689-4850;;;;
3555;Via Christi Hospitals Wichita Inc;Via Christi Behavioral Health;8901 East Orme Street;Wichita, KS 67207;(316) 858-0333;Intake: (316) 689-4850;;;
3556;F W Huston Medical Center;408 Delaware Street;Winchester, KS 66097;(844) 536-9449;;;;;
3557;Jefferson County Memorial Hospital;408 Delaware Street;Winchester, KS 66097;(844) 536-9449;Intake: (913) 774-4340x346;;;;
3558;Southeast Kansas Mental Health Center;204 South Main Street;Yates Center, KS 66783;(620) 625-2746;Intake: (620) 431-7890;;;;
3559;Adanta Group;Clinton County Clinic;101 Adanta Circle;Albany, KY 42602;(606) 387-7635;;;;
3560;Foothills Community Based Intervention;104 Washington Street;Albany, KY 42602;(606) 387-0567;;;;;
3561;Kings Daughters Medical Center;2201 Lexington Avenue;Ashland, KY 41101;(606) 408-4000;Intake: (606) 408-3130;;;;
3562;Our Lady of Bellefonte Hospital;1000 Saint Christopher Drive;Ashland, KY 41101;(606) 833-3555;Intake: (606) 833-6737;;;;
3563;Pathways Inc;201 22nd Street;Ashland, KY 41101;(606) 324-1141;Intake: (800) 562-8909;;;;
3564;Pathways Inc;3701 Lansdowne Drive;Ashland, KY 41102;(606) 324-1141;Intake: (800) 562-8909;;;;
3565;Specialized Alternatives for;Families and Youth;1701 Central Avenue;Suite 250;Ashland, KY 41101;(606) 393-5029;;;
3566;Cumberland River Comp Care Center;704 Pitzer Street;Barbourville, KY 40906;(606) 546-3104;;;;;
3567;Communicare Outpatient Clinic;331 South 3rd Street;Bardstown, KY 40004;(502) 348-9206;Intake: (888) 344-8066;;;;
