,Name,City,State,Zip,Lat,Lon
3132,Brighter Tomorrows Inc,Plymouth,IN,46563,41.356728000000004,-86.327261
3133,Michiana Behavioral Health,Plymouth,IN,46563,41.356728000000004,-86.327261
3134,Otis R Bowen Center,Plymouth,IN,46563,41.356728000000004,-86.327261
3135,Otis R Bowen Center for Human Services,Plymouth,IN,46563,41.356728000000004,-86.327261
3136,Otis R Bowen Center for Human Services,Plymouth,IN,46563,41.356728000000004,-86.327261
3137,Otis R Bowen Center for Human Services,Plymouth,IN,46563,41.356728000000004,-86.327261
3138,Otis R Bowen Center for Human Services,Plymouth,IN,46563,41.356728000000004,-86.327261
3139,Otis R Bowen Center for Human Services,Plymouth,IN,46563,41.356728000000004,-86.327261
3140,Porter Starke Services Inc,Portage,IN,46368,41.59082,-87.180707
3141,Jay County Hospital,Portland,IN,47371,40.418997,-84.962799
3142,Meridian Health Services,Portland,IN,47371,40.418997,-84.962799
3143,Southwestern Behavioral Healthcare Inc,Princeton,IN,47670,38.344905,-87.584786
3144,Wabash Valley Alliance Inc,Rensselaer,IN,47978,40.986173,-87.11297900000001
3145,Centerstone of Indiana Inc,Richmond,IN,47374,39.832079,-84.889699
3146,Centerstone of Indiana Inc,Richmond,IN,47374,39.832079,-84.889699
3147,Centerstone of Indiana Inc,Richmond,IN,47374,39.832079,-84.889699
3148,Centerstone of Indiana Inc,Richmond,IN,47374,39.832079,-84.889699
3149,Centerstone of Indiana Inc,Richmond,IN,47374,39.832079,-84.889699
3150,Centerstone of Indiana Inc,Richmond,IN,47374,39.832079,-84.889699
3151,Centerstone of Indiana Inc,Richmond,IN,47374,39.832079,-84.889699
3152,Meridian Health Services,Richmond,IN,47374,39.832079,-84.889699
3153,Reid Health,Richmond,IN,47374,39.832079,-84.889699
3154,Richmond State Hospital,Richmond,IN,47374,39.832079,-84.889699
3155,Wernle Youth and Family Treatment Ctr,Richmond,IN,47374,39.832079,-84.889699
3156,Southern Hills Counseling Center,Rockport,IN,47635,37.883458000000005,-87.100911
3157,Centerstone of Indiana Inc,Rushville,IN,46173,39.60088,-85.430616
3158,Meridian Health Services,Rushville,IN,46173,39.60088,-85.430616
3159,LifeSpring Inc,Salem,IN,47167,38.61146,-86.095905
3160,Campagna Academy,Schererville,IN,46375,41.491818,-87.448746
3161,LifeSpring Inc,Scottsburg,IN,47170,38.685201,-85.84405600000001
3162,Centerstone of Indiana Inc,Seymour,IN,47274,38.966511,-85.937722
3163,Centerstone of Indiana Inc,Seymour,IN,47274,38.966511,-85.937722
3164,Gallahue Mental Health Services,Shelbyville,IN,46176,39.527281,-85.774394
3165,Memorial Epworth of South Bend,South Bend,IN,46617,41.684553,-86.234758
3166,Oaklawn Psychiatric Center Inc,South Bend,IN,46617,41.684553,-86.234758
3167,VA Northern Indiana Healthcare System,South Bend,IN,46601,41.670274,-86.252661
3168,Centerstone of Indiana Inc,Spencer,IN,47460,39.285969,-86.792025
3169,Hamilton Center Inc,Spencer,IN,47460,39.285969,-86.792025
3170,Hamilton Center Inc,Sullivan,IN,47882,39.091315,-87.410855
3171,Otis R Bowen Center for Human Services,Syracuse,IN,46567,41.416491,-85.725422
3172,Southern Hills Counseling Center,Tell City,IN,47586,38.039096,-86.701995
3173,Gibault Inc,Terre Haute,IN,47802,39.351015999999994,-87.411897
3174,Harsha Behavioral Center Inc,Terre Haute,IN,47802,39.351015999999994,-87.411897
3175,Terre Haute Regional Hospital,Terre Haute,IN,47802,39.351015999999994,-87.411897
3176,VA East Community Base OP Clinic,Terre Haute,IN,47802,39.351015999999994,-87.411897
3177,Hamilton Center Inc,Terre Haute,IN,47804,39.497811999999996,-87.389953
3178,Hamilton Center Inc,Terre Haute,IN,47804,39.497811999999996,-87.389953
3179,Centerstone of Indiana Inc,Union City,IN,47390,40.205668,-84.846428
3180,Midwest Center for Youth and Families,Valparaiso,IN,46383,41.463198999999996,-87.00750500000001
3181,Porter Starke Services Inc,Valparaiso,IN,46383,41.463198999999996,-87.00750500000001
3182,Porter Starke Services Inc,Valparaiso,IN,46383,41.463198999999996,-87.00750500000001
3183,Community Mental Health Center Inc,Vevay,IN,47043,38.790365,-85.09099300000001
3184,Switzerland County Counseling Center,Vevay,IN,47043,38.790365,-85.09099300000001
3185,Good Samaritan Hospital,Vincennes,IN,47591,38.628561,-87.501485
3186,Good Samaritan Hospital,Vincennes,IN,47591,38.628561,-87.501485
3187,Otis R Bowen Center for Human Services,Wabash,IN,46992,40.787304999999996,-85.82643399999999
3188,Otis R Bowen Center for Human Services,Warsaw,IN,46580,41.213832000000004,-85.869547
3189,Otis R Bowen Center for Human Services,Warsaw,IN,46580,41.213832000000004,-85.869547
3190,Otis R Bowen Center for Human Services,Warsaw,IN,46582,41.280602,-85.854448
3191,Otis R Bowen Center for Human Services,Warsaw,IN,46582,41.280602,-85.854448
3192,Daviess Community Hospital,Washington,IN,47501,38.66206,-87.173647
3193,Good Samaritan Hospital,Washington,IN,47501,38.66206,-87.173647
3194,Community Mental Health Center,West Harrison,IN,47060,39.301338,-84.885706
3195,Riverbend Hospital,West Lafayette,IN,47906,40.479649,-86.98921800000001
3196,Centerstone of Indiana Inc,Winchester,IN,47394,40.167974,-84.987308
3197,Community Health Center of Southern IA,Albia,IA,52531,41.026364,-92.815135
3198,Lutheran Services in Iowa Inc,Ames,IA,50010,42.030852,-93.5884
3199,Richmond Center,Ames,IA,50010,42.030852,-93.5884
3200,Cass County Memorial Hospital,Atlantic,IA,50022,41.414374,-94.996402
3201,Southwest Iowa Mental Health Center,Atlantic,IA,50022,41.414374,-94.996402
3202,Richmond Center,Boone,IA,50036,42.085553999999995,-93.864204
3203,Counseling Services LLC,Carroll,IA,51401,42.065661,-94.86966
3204,Plains Area Mental Health Center,Carroll,IA,51401,42.065661,-94.86966
3205,Abbe Ctr for Community Mental Health,Cedar Rapids,IA,52405,41.983384,-91.746369
3206,Four Oaks Family and Childrens Servs,Cedar Rapids,IA,52404,41.923056,-91.69886600000001
3207,Tanager Place,Cedar Rapids,IA,52404,41.923056,-91.69886600000001
3208,Mercy Medical Center,Cedar Rapids,IA,52403,41.965959000000005,-91.56605400000001
3209,Saint Lukes Hospital,Cedar Rapids,IA,52403,41.965959000000005,-91.56605400000001
3210,Saint Lukes Counseling Center,Cedar Rapids,IA,52402,42.023171999999995,-91.65961300000001
3211,Saint Lukes Methodist Hospital,Cedar Rapids,IA,52402,42.023171999999995,-91.65961300000001
3212,Unity Point Saint Lukes,Cedar Rapids,IA,52402,42.023171999999995,-91.65961300000001
3213,Community Health Center of Southern IA,Centerville,IA,52544,40.706641999999995,-92.912272
3214,Community Health Center of Southern IA,Chariton,IA,50049,41.034517,-93.295407
3215,Lucas Cnty Health Ctr Counseling Servs,Chariton,IA,50049,41.034517,-93.295407
3216,Mental Health Institute,Cherokee,IA,51012,42.744137,-95.561849
3217,Plains Area Mental Health Inc,Cherokee,IA,51012,42.744137,-95.561849
3218,West Cedar Residential,Cherokee,IA,51012,42.744137,-95.561849
3219,Waubonsie Mental Health Center,Clarinda,IA,51632,40.74569,-95.047167
3220,Mercy Medical Center,Clinton,IA,52732,41.891044,-90.253005
3221,Community Health Center of Southern IA,Corydon,IA,50060,40.751408000000005,-93.31886
3222,CHI Health Mercy,Council Bluffs,IA,51503,41.22322,-95.784481
3223,CHI Health Psychiatric Associates,Council Bluffs,IA,51503,41.22322,-95.784481
3224,Heartland Family Service,Council Bluffs,IA,51503,41.22322,-95.784481
3225,Jennie Edmundson Memorial Hospital,Council Bluffs,IA,51503,41.22322,-95.784481
3226,Heartland Family Service,Council Bluffs,IA,51501,41.227277,-95.878439
3227,Heartland Family Service,Council Bluffs,IA,51501,41.227277,-95.878439
3228,Northeast Iowa Mental Health Center,Cresco,IA,52136,43.374077,-92.111673
3229,Crossroads Behavioral Health Services,Creston,IA,50801,41.078671,-94.401822
3230,Genesis Medical Center,Davenport,IA,52804,41.532458,-90.681249
3231,Vera French Community MH Center,Davenport,IA,52804,41.532458,-90.681249
3232,F36 F66,Davenport,IA,52804,41.532458,-90.681249
3233,Terrace Ridge,Davenport,IA,52807,41.610682000000004,-90.516851
3234,Northeast Iowa Behavioral Health,Decorah,IA,52101,43.353609999999996,-91.76605
3235,Northeast Iowa Behavioral Health,Decorah,IA,52101,43.353609999999996,-91.76605
3236,Penn Center RCF,Delhi,IA,52223,42.41258,-91.324368
3237,Plains Area Mental Health Center,Denison,IA,51442,42.027498,-95.360635
3238,Child Guidance Center,Des Moines,IA,50309,41.584603,-93.620836
3239,Optimae Behavioral Health Services,Des Moines,IA,50309,41.584603,-93.620836
3240,620 8th Street,Des Moines,IA,50309,41.584603,-93.620836
3241,Eyerly Ball CMHC,Des Moines,IA,50314,41.604964,-93.6312
3242,Visiting Nurse Services of Iowa,Des Moines,IA,50314,41.604964,-93.6312
3243,Iowa Lutheran Hospital,Des Moines,IA,50316,41.608629,-93.599579
3244,Mercy Medical Center,Des Moines,IA,50310,41.627582000000004,-93.67266
3245,Mercy Medical Center,Des Moines,IA,50310,41.627582000000004,-93.67266
3246,Orchard Place,Des Moines,IA,50315,41.545918,-93.622124
3247,Hillcrest Family Services,Dubuque,IA,52001,42.545527,-90.695841
3248,Hillcrest Family Services,Dubuque,IA,52001,42.545527,-90.695841
3249,Mercy Medical Center Dubuque,Dubuque,IA,52001,42.545527,-90.695841
3250,Northeast Iowa Mental Health Center,Elkader,IA,52043,42.83402,-91.42631899999999
3251,Hope Haven Inc,Emmetsburg,IA,50536,43.118262,-94.705481
3252,Seasons Center for Behavioral Health,Emmetsburg,IA,50536,43.118262,-94.705481
3253,Seasons Center for Behavioral Health,Estherville,IA,51334,43.404109000000005,-94.80505600000001
3254,Prairie View Management Inc,Fayette,IA,52142,42.824816999999996,-91.796851
3255,Children and Families of Iowa,Fort Dodge,IA,50501,42.492334,-94.192499
3256,Hope Haven Inc,Fort Dodge,IA,50501,42.492334,-94.192499
3257,Unity Point Health/Berryhill Center,Fort Dodge,IA,50501,42.492334,-94.192499
3258,Grinnell Regional Medical Center,Grinnell,IA,50112,41.730188,-92.715452
3259,Plains Area Mental Health Center,Ida Grove,IA,51445,42.321415,-95.462213
3260,Abbe Center for Comm Mental Health,Independence,IA,50644,42.476151,-91.893691
3261,Hope Haven Inc,Independence,IA,50644,42.476151,-91.893691
3262,Mental Health Institute,Independence,IA,50644,42.476151,-91.893691
3263,Chatham Oaks,Iowa City,IA,52246,41.652313,-91.57040699999999
3264,Mercy Hospital,Iowa City,IA,52245,41.672865,-91.512158
3265,University of Iowa Hospitals/Clinics,Iowa City,IA,52242,41.66188,-91.54594
3266,Youth Homes of Mid America,Johnston,IA,50131,41.69212,-93.71515600000001
3267,Counseling Associates,Keokuk,IA,52632,40.431951,-91.444622
3268,Crossroads Behavioral Health Services,Lamoni,IA,50140,40.64552,-93.986274
3269,Hope Haven Inc,Le Mars,IA,51031,42.798547,-96.186217
3270,Plains Area Mental Health Center,Le Mars,IA,51031,42.798547,-96.186217
3271,Crossroads Behavioral Health Services,Lenox,IA,50851,40.908584000000005,-94.537032
3272,Community Health Centers,Leon,IA,50144,40.73905,-93.7408
3273,Heartland Family Services,Logan,IA,51546,41.637077000000005,-95.766074
3274,Abbe Center for Community MH,Manchester,IA,52057,42.489481,-91.455885
3275,Hillcrest Family Services,Maquoketa,IA,52060,42.10602,-90.68275600000001
3276,Center Associates,Marshalltown,IA,50158,42.049806,-92.900739
3277,Mercy Medical Center North Iowa,Mason City,IA,50401,43.153169,-93.19981999999999
3278,North Iowa Transition Center,Mason City,IA,50401,43.153169,-93.19981999999999
3279,WellSource,Mason City,IA,50401,43.153169,-93.19981999999999
3280,Mediapolis Care Facility,Mediapolis,IA,52637,41.017544,-91.145949
3281,CHI Behavioral Services,Missouri Valley,IA,51555,41.560102,-95.923061
3282,CHI Health Psychiatric Associates,Missouri Valley,IA,51555,41.560102,-95.923061
3283,First Resources Corporation,Mount Pleasant,IA,52641,40.994585,-91.58577199999999
3284,Hillcrest Family Services,Mount Pleasant,IA,52641,40.994585,-91.58577199999999
3285,Unity Point Health/Trinity Muscatine,Muscatine,IA,52761,41.439931,-91.06425899999999
3286,Capstone Behavioral Healthcare Inc,Newton,IA,50208,41.711721000000004,-93.033958
3287,Northeast Iowa Mental Health Center,Oelwein,IA,50662,42.688662,-91.93748599999999
3288,Burgess Health Center,Onawa,IA,51040,42.036235999999995,-96.087049
3289,Plains Area Mental Health Inc,Orange City,IA,51041,43.02608,-96.077893
3290,Crossroads Behavioral Health Services,Osceola,IA,50213,41.031684999999996,-93.766137
3291,Behavioral Health Services,Oskaloosa,IA,52577,41.272983,-92.661641
3292,First Resources Corporation,Ottumwa,IA,52501,41.035705,-92.43137
3293,Southern Iowa Mental Health Center,Ottumwa,IA,52501,41.035705,-92.43137
3294,Genesis Development,Perry,IA,50220,41.836422999999996,-94.121285
3295,Waubonsie Mental Health Center,Red Oak,IA,51566,41.016459000000005,-95.230901
3296,Creative Living Center PC,Rock Valley,IA,51247,43.193752,-96.338127
3297,Hope Haven Inc,Rock Valley,IA,51247,43.193752,-96.338127
3298,Hope Haven Inc,Rock Valley,IA,51247,43.193752,-96.338127
3299,Counseling Services LLC,Sac City,IA,50583,42.432718,-94.985692
3300,Hope Haven Inc,Sheldon,IA,51201,43.177816,-95.866098
3301,Seasons Center for Behavioral Health,Sheldon,IA,51201,43.177816,-95.866098
3302,Waubonsie Mental Health Center,Shenandoah,IA,51601,40.726129,-95.349564
3303,Seasons Center for Behavioral Health,Sibley,IA,51249,43.411232,-95.726614
3304,Waubonsie Mental Health Center,Sidney,IA,51652,40.772515000000006,-95.623138
3305,Boys and Girls Home and,Sioux City,IA,51104,42.536156,-96.40468
3306,Catholic Charities,Sioux City,IA,51103,42.517086,-96.439937
3307,Siouxland Mental Health Center,Sioux City,IA,51101,42.493688,-96.394184
3308,Hope Haven Inc,Spencer,IA,51301,43.15317,-95.147654
3309,Seasons Center for Behavioral Health,Spencer,IA,51301,43.15317,-95.147654
3310,Spencer Municipal Hospital,Spencer,IA,51301,43.15317,-95.147654
3311,Hope Haven Inc,Spirit Lake,IA,51360,43.443563,-95.08703
3312,Seasons Center for Behavioral Health,Spirit Lake,IA,51360,43.443563,-95.08703
3313,Buena Vista Regional Medical Center,Storm Lake,IA,50588,42.654596000000005,-95.161555
3314,Plains Area Mental Health Center,Storm Lake,IA,50588,42.654596000000005,-95.161555
3315,Abbe Ctr for Community Mental Health,Vinton,IA,52349,42.173246,-92.00963
3316,Hillcrest Family Services,Wapello,IA,52653,41.163699,-91.15741899999999
3317,Hillcrest Family Services,Washington,IA,52353,41.299352,-91.711487
3318,Black Hawk Grundy MH Center Inc,Waterloo,IA,50702,42.461479,-92.313749
3319,Hope Haven Inc,Waterloo,IA,50701,42.418259,-92.339821
3320,Northeast Iowa Mental Health Center,Waukon,IA,52172,43.270781,-91.484427
3321,Lutheran Services in Iowa Inc,Waverly,IA,50677,42.766935,-92.42621199999999
3322,Pathways Behavioral Service,Waverly,IA,50677,42.766935,-92.42621199999999
3323,Great River Medical Center,West Burlington,IA,52655,40.847271,-91.21391
3324,Integrative Counseling Solutions Inc,West Des Moines,IA,50266,41.570085,-93.798416
3325,Abbe Center for Community MH,West Union,IA,52175,42.993945000000004,-91.825624
3326,Crossroads Behavioral Health Services,Winterset,IA,50273,41.329691,-94.054307
3327,Memorial Hospital,Abilene,KS,67410,38.956476,-97.21909000000001
3328,South Central Mental Health,Andover,KS,67002,37.700947,-97.107258
3329,Horizons Mental Health Center,Anthony,KS,67003,37.099126,-98.073777
3330,South Central Mental Health,Augusta,KS,67010,37.663117,-96.96528
3331,Pawnee Mental Health Services,Belleville,KS,66935,39.840598,-97.631694
3332,Mitchell Cnty Hospital Health Systems,Beloit,KS,67420,39.400935,-98.085468
3333,Pawnee Mental Health Services,Beloit,KS,67420,39.400935,-98.085468
3334,Southeast Kansas Mental Health Center,Chanute,KS,66720,37.64833,-95.45719
3335,Pawnee Mental Health Services,Clay Center,KS,67432,39.329343,-97.193388
3336,High Plains Mental Health Center,Colby,KS,67701,39.395154,-101.06147800000001
3337,Spring River Mental Health and,Columbus,KS,66725,37.156583000000005,-94.895319
3338,Pawnee Mental Health Services,Concordia,KS,66901,39.560035,-97.638951
3339,Compass Behavioral Health,Dodge City,KS,67801,37.723603000000004,-100.057186
3340,Compass Behavioral Health,Dodge City,KS,67801,37.723603000000004,-100.057186
3341,Compass Behavioral Health,Dodge City,KS,67801,37.723603000000004,-100.057186
3342,CrossWinds Counseling and Wellness,Emporia,KS,66801,38.414215000000006,-96.218301
3343,Golden Living Center,Eskridge,KS,66423,38.801294,-96.23274599999999
3344,Southeast Kansas Mental Health Center,Fort Scott,KS,66701,37.823655,-94.76501400000001
3345,Compass Behavioral Health,Garden City,KS,67846,38.034156,-100.768068
3346,Compass Behavioral Health,Garden City,KS,67846,38.034156,-100.768068
3347,Saint Catherine Hospital,Garden City,KS,67846,38.034156,-100.768068
3348,Southeast Kansas Mental Health Center,Garnett,KS,66032,38.286777,-95.278214
3349,Girard Medical Center,Girard,KS,66743,37.503997999999996,-94.893692
3350,High Plains Mental Health Center,Goodland,KS,67735,39.344787,-101.753217
3351,Iroquois Ctr for Human Dev Inc,Greensburg,KS,67054,37.57504,-99.31607199999999
3352,High Plains Mental Health Center,Hays,KS,67601,38.876881,-99.349544
3353,High Plains Mental Health Center,Hays,KS,67601,38.876881,-99.349544
3354,Kanza Mental Health and Guidance Ctr,Hiawatha,KS,66434,39.863040000000005,-95.554804
3355,Kanza Mental Health and Guidance Ctr,Hiawatha,KS,66434,39.863040000000005,-95.554804
3356,Prairie View Inc,Hillsboro,KS,67063,38.340734999999995,-97.233749
3357,Kanza Mental Health and Guidance Ctr,Holton,KS,66436,39.467715000000005,-95.691999
3358,Southeast Kansas Mental Health Center,Humboldt,KS,66748,37.79573,-95.441762
3359,Horizons Mental Health Center,Hutchinson,KS,67501,37.977493,-97.926452
3360,Hutchinson Regional Medical Center,Hutchinson,KS,67502,38.126736,-97.929949
3361,Southeast Kansas Mental Health Center,Iola,KS,66749,37.935949,-95.406943
3362,Pawnee Mental Health Services,Junction City,KS,66441,38.97352,-96.803088
3363,Family Conservancy,Kansas City,KS,66102,39.108964,-94.692538
3364,Wyandot Center for Community,Kansas City,KS,66102,39.108964,-94.692538
3365,Golden Living Center,Kansas City,KS,66111,39.084029,-94.789887
3366,KVC Hospitals Inc,Kansas City,KS,66104,39.150159,-94.689533
3367,Rainbow Services,Kansas City,KS,66103,39.060338,-94.626797
3368,Horizons Mental Health Center,Kingman,KS,67068,37.617288,-98.105823
3369,Edwards County Hospital and Healthcare,Kinsley,KS,67547,37.930565,-99.455866
3370,Larned State Hospital,Larned,KS,67550,38.185383,-99.12459
3371,Bert Nash Community Mental Health Ctr,Lawrence,KS,66044,39.023294,-95.20890899999999
